"var.diff.cumulative.coauthors.2.years","var.diff.cumulative.coauthors.4.years","mean.diff.articles","mean.diff.cumulative.coauthors","var.diff.cumulative.coauthors.5.years","var.diff.articles.5.years","var.diff.2.cumulative.coauthors.5.years.up","entropy.opposite","mean.author.minus.venue.context.zscore","var.diff.2.cumulative.coauthors.4.years.up","var.diff.2.articles.5.years.up","var.diff.2.articles.2.years.up","var.diff.2.articles.4.years.up","var.diff.2.articles.3.years.up","var.diff.2.cumulative.coauthors.3.years.up","Node"
824,1337,837,196,495,467,1325,3355,4225,1501,1511,3220,2173,2593,1656,"1008"
2600,2157,4109,3460,2374,2749,4225,500,4225,4225,4225,1814,4225,1777,4225,"1009"
3272,3317,1019,1793,3310,584,363,3210,4225,4225,2069,1857,2301,988,2137,"1010"
66,30,2138,2450,75,316,4225,754,905,4225,4225,176,4225,4225,4225,"1011"
3463,1812,709,1851,4225,4225,4225,1698,4225,1209,4225,2684,2666,1433,3224,"1012"
2150,676,2502,1839,651,1407,579,2350,4225,355,2381,1817,2536,2503,1905,"1013"
229,67,56,90,51,32,141,811,153,100,220,1213,1275,618,676,"1014"
416,4225,1164,364,4225,4225,4225,3614,4225,4225,4225,1933,4225,1104,884,"1015"
1715,1337,556,1506,1633,191,1325,1966,66,1209,576,1592,584,95,1295,"1016"
175,4225,1689,3169,346,262,4225,1330,261,4225,282,2830,392,1499,1384,"1017"
3373,1884,2076,2814,4225,4225,4225,2495,4225,1611,4225,1745,1471,3341,2871,"1018"
3322,3430,4225,2619,2560,2256,1043,3692,4225,4225,1985,4016,2046,2503,1873,"1019"
2886,1271,2483,3124,1120,1120,4225,1162,1030,4225,2153,1946,1702,1786,2683,"1020"
3159,1588,2794,2701,1568,2620,1413,469,4225,1340,1291,1555,2301,4225,2985,"1021"
3070,1884,3400,2330,2471,2033,964,645,689,1548,4225,2684,4225,3481,2572,"1022"
1803,2266,306,2330,1162,1120,4225,187,886,4225,4225,125,4225,80,4225,"1023"
3635,2931,1753,3237,1568,4225,4225,2421,4225,4225,282,949,526,2431,4225,"1024"
2184,1124,1249,1285,2979,1926,4225,3886,4225,4225,856,3637,254,978,1505,"1025"
1526,1588,3613,2229,1908,3454,4225,4180,4225,4225,924,4056,4225,4225,413,"1026"
1998,4225,3298,2758,689,653,363,4003,4225,4225,856,2972,1372,2062,1445,"1027"
1614,2075,3216,2111,2724,3323,4225,3961,4225,4225,924,1991,4225,1433,926,"1028"
2362,3816,3400,3607,2979,2749,746,2628,4225,408,1139,4225,2952,2120,4225,"1029"
1544,2931,1290,1083,3149,3017,4225,2908,4225,143,440,1976,653,1816,1286,"1030"
1059,1454,944,3331,1409,2256,4225,225,941,4225,4225,3003,4225,4225,466,"1031"
401,4225,2869,1918,309,494,174,1583,4225,4225,681,2684,392,1816,2078,"1032"
1173,314,2319,1008,300,614,308,1254,4225,135,1219,1827,2301,2935,2379,"1033"
933,4225,792,565,4225,4225,4225,4158,4225,4225,4225,736,4225,1974,3145,"1034"
1581,1675,119,285,2123,362,4225,386,143,4225,631,839,330,697,224,"1035"
697,2395,1509,35,2284,2620,4225,613,781,7,537,1858,800,1131,52,"1036"
2247,1392,3640,2712,3231,2141,4225,3195,4225,1340,4225,2944,1594,1280,3224,"1037"
2554,1337,3819,2619,2560,1120,726,2093,833,4225,4225,1684,4225,2689,2234,"1038"
819,459,2202,689,1301,3323,4225,1175,689,4225,681,1363,1171,1974,131,"1039"
2218,4225,3400,3017,4225,521,4225,3223,4225,4225,440,2857,1922,1343,2667,"1040"
4015,3055,2887,3607,4225,4225,4225,2386,4225,1501,4225,2008,2952,1689,3224,"1041"
702,745,2149,1117,257,584,190,3795,4225,324,1291,3081,2173,1352,1909,"1042"
1052,4225,1108,493,4225,4225,4225,3678,4225,4225,4225,2944,4225,978,1799,"1043"
3337,2075,3400,4085,2471,3323,4225,4030,4225,4225,924,2230,2419,1974,4225,"1044"
652,622,390,693,229,64,238,2561,443,355,64,1408,254,474,1116,"1045"
247,314,148,413,63,24,24,1549,528,86,14,112,40,78,225,"1046"
20,1271,11,4,12,2,1221,859,398,15,2,2,22,32,733,"1047"
4225,4225,44,430,4225,4225,4225,3302,4225,4225,4225,4225,4225,4225,4225,"1048"
898,1675,3400,3169,1301,2749,4225,3988,4225,4225,1139,3161,1594,2062,4225,"1049"
1088,848,2959,2010,439,653,272,4088,4225,383,1139,3358,2173,3364,895,"1050"
1478,3816,2855,1237,915,923,1367,487,565,4225,1828,3109,1806,2027,3224,"1051"
113,3430,924,829,4225,77,4225,2880,315,1677,37,21,2046,47,4225,"1052"
1699,1221,1608,2934,2123,2256,4225,4118,4225,4225,4225,993,526,1104,4225,"1053"
3606,2705,3216,2934,3231,2501,4225,1868,4225,1611,1511,1273,4225,3341,2387,"1054"
3212,3055,3037,1317,3231,4225,4225,1513,4225,4225,537,3955,800,1473,1799,"1055"
4171,3195,4017,4123,3231,4225,1454,3873,4225,1611,733,2230,874,1598,4225,"1056"
1770,2705,3400,2070,4225,988,224,3359,4225,4225,1828,3925,2666,3550,1059,"1057"
1284,425,346,181,4225,4225,4225,2095,199,1396,4225,3637,1058,2689,1068,"1058"
3092,3317,2855,1620,1836,1338,1005,2454,4225,456,2381,3549,2820,3238,3145,"1059"
1136,425,1957,2800,689,2391,4225,2328,4225,4225,999,1317,4225,1280,4225,"1060"
2893,1675,4225,3702,2471,2033,4225,1798,4225,4225,2240,4030,2173,2261,4225,"1061"
138,848,29,47,46,16,68,563,597,1548,20,50,526,13,581,"1062"
2295,1221,2545,2701,1982,3169,4225,3072,4225,4225,856,1946,4225,1433,4225,"1063"
1901,2705,67,117,1356,95,45,3484,4225,33,4225,997,526,477,426,"1064"
841,446,3724,4138,455,521,4225,3385,4225,4225,4225,373,4225,4225,4225,"1065"
764,1812,1391,383,978,248,552,1643,167,549,306,2830,1372,678,1014,"1066"
2664,2834,2618,2450,3057,3169,4225,2992,4225,4225,4225,1814,1275,1598,884,"1067"
2686,3663,4109,2849,2560,3017,4225,2335,4225,4225,4225,911,4225,4225,4225,"1068"
3575,2157,2646,812,2051,3454,404,3408,4225,432,537,2150,962,1882,1598,"1069"
35,25,263,153,68,1120,4225,218,1069,4225,4225,241,4225,4225,4225,"1070"
792,777,2855,3770,745,2620,4225,583,4225,4225,999,1043,653,873,342,"1071"
2650,2266,3216,4163,2123,2620,4225,3908,4225,4225,1356,4225,2820,1882,1365,"1072"
3859,2157,2377,3169,2374,2749,4225,794,4225,4225,856,2684,4225,1104,1163,"1073"
1431,1740,4017,940,3231,1572,4225,2988,4225,4225,2310,4016,2952,4225,884,"1074"
3800,2705,1462,2411,3149,2873,4225,2043,4225,4225,468,2452,653,1104,1230,"1075"
2092,1392,3037,3850,1301,4225,4225,1326,4225,4225,576,3637,4225,2431,4225,"1076"
3248,3430,3927,3850,2896,3169,4225,1394,4225,1340,4225,3848,1594,3145,2957,"1077"
3022,3663,3400,3296,2896,1572,889,3138,4225,606,2564,3356,2952,2997,3052,"1078"
2105,2266,249,1727,3310,1191,224,1423,967,4225,350,2609,1806,894,614,"1079"
3092,2395,642,2196,2804,2749,4225,1899,923,4225,183,4123,1922,3663,926,"1080"
1209,919,2618,3702,774,3323,4225,905,4225,4225,631,2779,800,2287,4225,"1081"
826,1675,743,439,745,2141,4225,3823,4225,4225,375,2082,166,1113,4225,"1082"
1202,4225,2949,3548,4225,1572,4225,2845,4225,4225,2469,4056,1058,2431,2454,"1083"
2991,1740,4225,2758,1633,3169,1559,2210,4225,1548,1067,3688,2419,3341,2461,"1084"
3616,3663,2701,1956,3057,1572,4225,1788,4225,456,4225,652,4225,606,2137,"1085"
2800,3317,2701,2498,2560,1642,772,520,4225,4225,2240,2857,2173,1984,1873,"1086"
3699,2931,4225,3369,1764,1267,1367,4049,4225,1501,1665,3379,1171,3183,2596,"1087"
1561,1337,2319,3770,1409,4225,4225,347,4225,4225,410,3868,1594,2211,550,"1088"
3360,2075,523,2454,4225,4225,4225,1072,248,1548,4225,866,434,378,1647,"1089"
482,2395,9,57,3231,138,4,720,271,8,11,24,11,7,122,"1090"
2764,1392,289,316,2284,1267,4225,3363,4225,4225,201,1046,2666,618,4225,"1091"
1959,2834,1372,2010,1908,406,1135,3525,4225,1153,999,1691,1922,1642,2754,"1092"
3970,2594,2168,2894,4225,4225,4225,3549,4225,1396,4225,1157,4225,4225,2348,"1093"
1378,999,1823,1589,1356,1338,1504,655,323,1153,2153,1317,1806,3341,2042,"1094"
2534,2075,1753,2155,2724,3017,4225,1274,4225,4225,537,3400,1922,2312,4225,"1095"
1483,514,217,439,367,150,831,1860,4225,708,856,827,477,2242,2361,"1096"
1653,1979,1436,3331,1301,1044,4225,1596,4225,4225,2310,3637,2173,1974,4225,"1097"
566,1884,541,541,419,130,4225,1771,90,4225,4225,322,4225,89,4225,"1098"
3679,2266,2018,3415,4225,4225,4225,2144,4225,1340,4225,534,357,1029,2493,"1099"
1777,1675,92,574,2201,225,4225,2439,4225,4225,733,776,1922,1507,371,"1100"
930,745,600,2884,915,3323,4225,238,618,4225,111,1298,4225,611,4225,"1101"
2266,1454,4109,3579,1456,3454,4225,2975,4225,4225,4225,2230,4225,1433,4225,"1102"
3013,2594,887,3369,3310,1737,4225,3305,4225,4225,733,1977,800,1835,1286,"1103"
1020,533,3129,4076,716,2391,4225,1697,4225,4225,4225,826,4225,4225,4225,"1104"
3441,3055,3819,3410,2804,1407,964,3633,4225,4225,2240,1304,4225,3341,1799,"1105"
698,2075,658,1361,3057,521,153,2977,4225,4225,2564,3035,2666,2083,1059,"1106"
3337,2705,1888,2549,2471,1481,4225,1969,4225,4225,4225,809,4225,423,1163,"1107"
541,4225,1301,423,4225,4225,4225,3980,4225,4225,4225,1351,4225,531,1014,"1108"
1484,587,1711,1851,4225,4225,4225,3983,937,324,4225,652,800,531,2234,"1109"
946,883,2080,3078,4225,4225,4225,2866,4225,4225,4225,1390,4225,1104,4225,"1110"
3004,1979,506,940,885,494,1504,3571,310,995,2310,642,653,323,2264,"1111"
1165,483,464,808,214,150,258,1536,86,515,306,833,187,1507,1815,"1112"
744,1337,299,327,514,1842,4225,853,416,4225,4225,414,71,1433,86,"1113"
1872,1675,1689,1066,1514,728,726,1371,4225,822,1985,2906,2536,3501,1961,"1114"
1566,1037,1509,428,530,406,1413,2056,4225,1270,856,2467,1594,2997,2454,"1115"
837,483,686,634,191,467,131,2033,322,263,1828,2716,1922,2985,1164,"1116"
150,883,556,230,69,448,50,928,332,708,2153,1895,2301,895,978,"1117"
4180,3816,2855,3548,4225,2141,693,3535,4225,749,1511,2082,2419,2713,2600,"1118"
1384,676,600,1446,1198,262,1598,1988,4225,383,1139,683,357,56,1178,"1119"
135,136,97,457,125,1191,4225,1217,76,4225,4225,42,4225,12,4225,"1120"
270,4225,194,154,4225,4225,4225,2843,4225,4225,4225,86,4225,675,215,"1121"
2554,4225,766,2934,1982,406,4225,2369,4225,937,1139,536,1702,692,2957,"1122"
1134,1337,996,2411,2979,923,4225,1258,224,4225,2240,1133,1171,3341,1365,"1123"
74,1812,5,39,39,3,404,812,487,60,4,61,46,38,2348,"1124"
2203,1884,445,1091,716,494,1135,793,713,1270,2069,3161,2952,1483,3071,"1125"
1677,2075,1227,1767,3231,1572,297,2579,4225,4225,1067,996,874,1860,1014,"1126"
1158,622,3514,2498,670,2141,4225,2779,4225,4225,4225,1493,4225,4225,4225,"1127"
1657,1271,2319,3813,1245,2141,4225,773,1138,4225,1291,2082,721,2910,4225,"1128"
2124,3317,1888,970,2560,1642,330,4016,4225,4225,2240,3356,2820,3389,834,"1129"
3581,2931,3298,3770,2979,4225,4225,1086,4225,4225,576,1587,4225,2287,4225,"1130"
2585,2931,1097,1793,2471,2141,772,923,4225,4225,537,1273,4225,1280,1961,"1131"
2526,2594,2062,3421,1568,326,1325,3058,4225,1677,410,2835,526,1335,1295,"1132"
3506,2157,1768,1150,3149,1926,212,2945,4225,577,1291,3754,721,2563,2234,"1133"
151,4225,144,80,4225,4225,4225,3463,176,4225,4225,42,4225,4225,4225,"1134"
3023,2157,2646,3202,1633,1737,1367,2479,4225,1677,1985,1823,1594,2431,2847,"1135"
1231,1077,4109,2111,2804,1191,4225,457,4225,4225,1908,3164,2301,3663,1114,"1136"
2837,3317,2319,1727,1908,2141,4225,2042,4225,4225,4225,1814,4225,873,4225,"1137"
2805,1037,390,2037,2051,406,1005,3517,359,937,2069,517,1594,788,2239,"1138"
3283,3195,3724,3076,3310,3454,525,2991,4225,4225,4225,3637,1471,4225,4225,"1139"
4107,3055,3419,2290,2979,2620,579,2264,4225,606,4225,616,721,3145,2847,"1140"
1076,646,1570,1373,4225,4225,4225,3698,4225,301,4225,3035,721,425,345,"1141"
720,848,1049,1051,241,157,141,1819,419,456,118,1814,392,488,508,"1142"
611,646,1019,548,187,138,100,2892,72,324,118,2609,526,433,311,"1143"
1868,2834,97,940,2374,47,246,2032,64,4225,91,1044,392,493,1640,"1144"
1136,956,2018,1885,380,248,251,2465,4225,484,243,1610,308,1827,675,"1145"
1049,622,2250,2411,603,1338,4225,1400,1116,4225,4225,666,4225,4225,4225,"1146"
2132,1979,1655,2037,816,3017,4225,3367,4225,4225,4225,515,4225,4225,4225,"1147"
2328,1979,4017,3237,2051,2256,4225,1450,4225,4225,1908,3582,1806,2713,1230,"1148"
779,361,180,509,222,36,319,1922,468,229,49,1205,83,300,1986,"1149"
806,533,327,172,623,542,772,1977,106,1340,1828,1286,2419,493,1019,"1150"
1951,2157,2149,2894,1301,316,1413,3456,4225,1447,350,833,231,986,977,"1151"
3549,3317,1957,3296,2979,3454,746,3912,4225,708,4225,2230,874,2689,1873,"1152"
389,425,662,248,70,205,78,389,764,874,631,1573,584,2526,311,"1153"
299,3546,899,890,333,195,330,2653,4225,4225,201,702,1372,439,1579,"1154"
3280,2490,3724,3169,2123,3323,1454,3114,4225,1677,856,3303,1372,3791,2864,"1155"
2585,3055,4017,4015,1764,2391,4225,2253,4225,1099,1985,3250,2820,3047,4225,"1156"
3805,2075,3724,3369,2284,868,1598,1367,4225,1396,1356,3637,1171,3238,2979,"1157"
314,514,269,1506,1070,494,4225,585,400,4225,924,622,584,2211,122,"1158"
3449,4225,779,3245,4225,4225,4225,1679,4225,4225,4225,4159,4225,4225,4225,"1159"
1983,3430,349,445,1633,406,458,3167,4225,4225,2310,1363,2173,2120,1579,"1160"
3496,1812,535,1317,2284,820,625,1528,4225,1209,1426,2748,2820,2750,3052,"1161"
569,243,136,460,4225,4225,4225,1595,210,246,4225,220,17,74,2754,"1162"
1038,1037,924,2671,581,2749,4225,2726,4225,4225,322,315,187,4225,4225,"1163"
2685,2931,600,2934,1908,3454,4225,2667,4225,4225,4225,1334,122,779,1014,"1164"
1812,1588,1000,976,4225,4225,4225,3389,4225,995,4225,1090,2952,978,1436,"1165"
2207,1740,339,486,1070,1338,4225,3558,4225,4225,4225,211,71,531,4225,"1166"
3618,3195,2887,3024,4225,4225,4225,863,349,995,4225,3568,2419,3550,3052,"1167"
1151,999,1000,1238,4225,4225,4225,2943,4225,1677,4225,672,330,2910,1727,"1168"
1630,1337,563,948,4225,4225,4225,2402,4225,1396,4225,1946,1922,1652,2080,"1169"
3079,1740,846,2037,2471,2873,4225,2530,4225,4225,243,570,152,2431,4225,"1170"
2650,3195,417,413,2471,1120,68,1068,325,4225,856,2893,2419,1606,297,"1171"
2306,3546,3129,1083,2724,2391,297,3284,4225,172,1426,3003,1594,1433,2957,"1172"
2485,2395,3129,2549,1633,1191,1559,4220,4225,1677,2069,1991,2666,3550,2847,"1173"
1367,676,846,563,651,2749,4225,2888,4225,4225,4225,694,4225,4225,4225,"1174"
1034,999,3819,4085,885,2501,4225,108,667,4225,4225,1519,4225,4225,4225,"1175"
1662,1271,3216,1426,2284,1926,4225,1941,4225,4225,2069,2578,1702,3145,695,"1176"
2953,1588,514,1237,1908,326,625,3556,4225,1153,1579,2713,584,3364,1527,"1177"
1412,2395,924,863,2560,653,238,2489,4225,229,2469,2294,1594,1335,508,"1178"
3079,3430,3819,3331,3057,2749,693,1638,4225,4225,1511,3240,1806,2910,4225,"1179"
2796,3195,3400,1834,2560,1191,726,1724,4225,4225,1746,4016,2419,2910,2572,"1180"
1500,2931,201,132,2123,584,20,2770,16,4225,468,618,1806,554,232,"1181"
551,346,3037,3850,455,3017,4225,38,4225,4225,4225,4159,4225,978,240,"1182"
2358,1337,4225,3995,1699,4225,4225,519,4225,4225,924,3637,1471,2340,4225,"1183"
2297,2395,2949,1727,2979,2141,4225,2068,4225,749,4225,1814,4225,2211,2572,"1184"
3739,2266,2391,1924,4225,4225,4225,1457,4225,4225,4225,1493,800,1507,4225,"1185"
2189,1740,243,252,1120,205,330,1038,413,215,2469,1571,1806,217,695,"1186"
1893,3430,3613,2196,1568,2501,4225,3488,4225,4225,4225,2159,4225,3663,792,"1187"
1139,2490,2332,2010,1699,1737,4225,1235,4225,4225,1828,2972,2536,2001,4225,"1188"
954,3546,2056,619,1013,1737,831,3250,4225,215,1746,3379,800,2732,1184,"1189"
678,709,837,1106,2284,774,4225,1756,4225,4225,2069,439,1806,3341,276,"1190"
2257,2594,1360,2367,2560,1642,525,2523,4225,549,1291,2488,2301,2226,1436,"1191"
1211,1165,3216,3169,1409,1737,4225,2325,4225,4225,2240,1519,1806,2689,442,"1192"
1255,514,3216,1834,774,3323,4225,4043,4225,4225,4225,1565,4225,1280,4225,"1193"
3084,2157,2056,1193,2051,2141,4225,453,460,4225,4225,593,4225,4225,426,"1194"
766,1884,4109,1479,514,2256,4225,2788,4225,484,1908,3364,2046,3019,1286,"1195"
914,2157,753,462,581,294,1504,3335,4225,606,1139,160,526,2593,1747,"1196"
600,587,2701,2450,915,2391,4225,3959,4225,4225,4225,1714,526,1104,4225,"1197"
632,777,1097,3509,514,2501,4225,606,4225,4225,4225,814,4225,292,4225,"1198"
740,361,163,2549,848,2501,4225,502,940,4225,41,218,29,172,258,"1199"
1197,1337,2701,4037,978,2256,4225,390,482,4225,1426,2528,1171,1860,614,"1200"
807,777,1554,2758,816,3454,4225,2071,4225,4225,4225,736,308,4225,342,"1201"
580,745,1049,1541,603,2256,4225,1714,4225,4225,440,570,4225,779,180,"1202"
682,3317,408,263,1162,4225,190,1568,631,44,59,113,53,64,2234,"1203"
344,1454,904,628,4225,4225,4225,2626,358,4225,4225,273,4225,292,4225,"1204"
136,100,614,778,139,1842,4225,3096,4225,4225,350,1232,357,1598,31,"1205"
2854,1884,1753,3548,2284,3169,4225,2498,4225,4225,500,2251,584,531,834,"1206"
4025,3816,2794,3964,2896,2033,4225,2868,4225,4225,1908,3081,1171,2211,2454,"1207"
3104,1740,724,1401,1198,380,1253,942,809,1447,1908,1363,653,1020,3148,"1208"
1352,459,2377,574,3057,3169,4225,3448,4225,1340,4225,4099,477,2689,3224,"1209"
4051,3663,2319,1285,2560,2749,4225,3255,4225,4225,924,3655,4225,1491,1059,"1210"
393,709,355,1317,439,1842,4225,1185,858,4225,183,380,78,325,97,"1211"
536,483,3216,3169,816,1572,4225,3622,4225,4225,4225,2830,2666,3270,320,"1212"
2291,3317,2202,1162,1908,1044,693,249,337,324,2381,3003,2046,2431,2454,"1213"
3786,4225,3216,2070,2896,2873,458,246,689,229,999,4123,2536,3341,1014,"1214"
3900,3195,3724,2498,2560,3323,801,226,1006,4225,4225,3549,4225,1104,1799,"1215"
79,29,1254,342,4225,4225,4225,2887,230,4225,4225,2121,4225,4225,4225,"1216"
942,446,1957,2849,455,3169,4225,1436,4225,4225,576,1976,4225,1010,4225,"1217"
2606,3317,2319,940,2374,2501,4225,441,4225,4225,856,3549,1058,1882,466,"1218"
3619,2705,4017,2196,2804,2749,4225,4138,4225,4225,1579,4085,1702,3663,1014,"1219"
2107,2931,306,294,2724,3323,4225,2223,4225,4225,51,534,308,295,4225,"1220"
2597,1337,284,2341,4225,4225,4225,822,494,4225,4225,620,115,1104,4225,"1221"
953,777,1360,3879,774,2256,4225,1588,4225,4225,4225,244,4225,193,4225,"1222"
1461,883,3216,1562,2374,2256,4225,4211,4225,4225,1746,2578,1171,3791,550,"1223"
457,223,364,489,4225,4225,4225,2330,4225,113,4225,1443,133,689,618,"1224"
1187,809,360,788,1301,1267,4225,2910,4225,4225,500,407,115,779,285,"1225"
3530,2266,887,3124,2284,2391,4225,1924,4225,4225,4225,3035,4225,4225,1163,"1226"
1937,999,904,628,4225,4225,4225,2089,519,1447,4225,2697,2419,2689,1059,"1227"
3299,1675,3514,2976,1764,3323,1598,3398,744,1153,790,3568,1702,1974,2771,"1228"
3971,2834,3927,4205,2724,2141,4225,17,4225,4225,4225,4225,4225,4225,2454,"1229"
3446,2594,3927,4180,2724,2391,4225,17,4225,4225,4225,1118,4225,779,2454,"1230"
4199,3663,853,4214,4225,4225,4225,17,4225,4225,4225,273,4225,172,4225,"1231"
154,188,4225,563,380,2749,4225,257,4225,4225,4225,2953,4225,1280,4225,"1232"
1591,1124,1462,3296,1409,4225,4225,3427,1125,4225,264,793,4225,211,668,"1233"
1338,919,1462,1150,367,820,297,2665,483,549,1908,1320,2820,3183,2361,"1234"
486,883,686,1401,946,988,4225,3675,4225,4225,4225,343,73,376,4225,"1235"
1403,1221,3400,2934,1633,2391,4225,1639,4225,4225,1426,3081,1275,2226,550,"1236"
346,284,2794,2000,439,2501,4225,3927,4225,4225,4225,2684,4225,1777,4225,"1237"
1559,533,3514,1562,774,1642,1221,814,4225,432,2469,3688,2666,2732,2381,"1238"
1667,883,3298,2450,816,2620,4225,3977,4225,4225,4225,4123,4225,779,4225,"1239"
3786,4225,2618,2934,2896,2033,4225,2011,4225,484,1828,1814,1058,2503,2234,"1240"
2857,3816,2618,3169,2724,2501,4225,3860,4225,339,4225,515,4225,873,4225,"1241"
2101,3663,2138,3196,3149,3454,4225,3208,4225,339,410,2684,874,1598,1365,"1242"
3501,3546,2377,1727,3310,2141,4225,3118,4225,280,4225,1084,526,2689,4225,"1243"
2350,1337,4017,3930,1982,2749,4225,3763,4225,4225,4225,1814,4225,4225,1114,"1244"
1982,1979,535,1193,915,225,1221,3413,4225,1611,576,331,2301,3047,2985,"1245"
3101,1884,2701,3460,2724,3169,4225,124,4225,4225,4225,1437,874,1104,1286,"1246"
1049,709,837,2000,1070,2391,4225,399,550,4225,4225,773,4225,259,4225,"1247"
490,361,630,2934,419,2620,4225,429,852,4225,243,414,4225,4225,172,"1248"
3084,1392,4225,3770,1908,2256,4225,1721,4225,4225,1908,3495,2046,2295,4225,"1249"
2635,1588,1838,3853,4225,4225,4225,2822,1222,4225,4225,3003,4225,1280,1014,"1250"
3621,3546,2483,1913,1836,1737,1091,4148,4225,456,2240,3725,2820,3679,1961,"1251"
112,75,306,467,191,653,4225,2775,1,4225,1426,1090,874,686,30,"1252"
1887,1588,3037,3237,946,1407,4225,2016,4225,4225,4225,700,4225,606,4225,"1253"
3979,3195,1192,3296,2896,3017,4225,422,557,4225,243,2058,477,683,1640,"1254"
1349,483,3142,1265,816,2033,1182,525,867,215,1828,1745,1922,978,1505,"1255"
2219,1675,319,255,816,430,404,348,541,172,1426,3773,2301,1618,1023,"1256"
1000,1675,3216,1767,3231,1044,4225,3575,4225,4225,1828,3688,4225,3238,1436,"1257"
1078,999,1465,678,346,494,552,2175,4225,1153,1356,3670,1594,3527,1804,"1258"
575,1740,158,204,1301,235,63,1820,4225,51,1579,1027,2046,786,116,"1259"
216,4225,104,80,4225,4225,4225,2865,4225,4225,4225,20,4225,4225,4225,"1260"
410,3430,1076,1265,404,191,458,3126,4225,4225,264,757,1372,333,1640,"1261"
697,2594,139,320,1162,262,190,1007,312,4225,1426,1304,231,542,1436,"1262"
2800,3317,243,563,2471,2873,4225,3565,4225,172,4225,3081,4225,978,637,"1263"
3496,3195,673,808,3057,2501,4225,2167,4225,4225,4225,328,4225,239,733,"1264"
1010,956,3298,563,745,2141,4225,2110,4225,4225,1746,3754,1702,2593,232,"1265"
319,1221,2701,2111,603,1407,4225,2132,4225,4225,2564,3655,2820,1433,224,"1266"
1079,2157,1753,2884,2374,584,889,3122,4225,4225,1291,1016,2820,1318,1230,"1267"
2547,3546,408,1956,3398,923,272,2900,4225,4225,733,2527,1372,542,1799,"1268"
2232,2266,630,2619,3231,1267,4225,2794,4225,4225,856,471,477,873,1873,"1269"
560,622,1753,1879,455,653,4225,3797,4225,4225,4225,437,4225,4225,4225,"1270"
1853,4225,3514,2934,1245,2033,1367,148,552,4225,1908,686,1806,3019,895,"1271"
3577,2594,1622,2119,4225,4225,4225,2208,485,822,4225,1519,1594,2083,2056,"1272"
1808,4225,3927,2849,4225,380,4225,3247,4225,4225,243,593,584,547,1075,"1273"
543,709,2949,3548,716,3323,4225,1136,4225,4225,4225,2830,962,1872,276,"1274"
3380,1588,2618,4104,2123,2391,4225,738,4225,4225,4225,736,4225,606,1436,"1275"
1795,745,2161,2983,4225,4225,4225,2869,4225,4225,4225,4159,4225,4225,4225,"1276"
2521,1165,2138,996,1982,1572,4225,4181,4225,4225,2069,3890,1594,1860,442,"1277"
3223,3317,3640,2126,2374,3454,889,3891,4225,4225,4225,3303,4225,1598,2572,"1278"
2078,1884,1097,327,3057,3454,4225,2247,4225,4225,220,1193,254,1598,4225,"1279"
3272,3816,2949,1562,4225,3017,224,800,4225,198,856,3754,4225,3791,1727,"1280"
2677,2705,1372,1265,1908,3169,4225,156,628,4225,4225,1084,4225,473,834,"1281"
1662,3055,4017,1258,1162,2873,1598,4216,4225,791,1356,3231,2173,3173,1799,"1282"
4180,3317,3613,2498,2896,1842,1005,2365,4225,995,2153,3637,1806,3481,1727,"1283"
742,1812,3298,829,1013,2749,1559,826,4225,4225,1139,2327,1275,1491,2042,"1284"
365,709,4109,1879,603,3454,4225,4091,4225,4225,999,2314,2952,3481,4225,"1285"
3022,3430,1129,1680,3231,728,4225,3825,4225,432,2564,2629,2820,2526,4225,"1286"
1946,1454,1753,1834,651,406,498,1625,4225,937,681,1007,1806,544,2361,"1287"
1701,1165,3298,1193,4225,1267,108,480,202,4225,2310,1891,2952,1280,614,"1288"
